tour_id,start,end,distance,up,down,min,max,title,subtitle,difficulty,time_ascent,ascent,time_descent,descent,link,map,description
3150,46.67226279723622;8.20544387037752,46.62372761342127;8.216756044891259,7.15 km,1'448 m,124 m,877 m,2'240 m,Von Mürvorsess im Urbachtal,Gaulihütte SAC 2205 m,AD+,5–5:30 h, 1400 m,na,na,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/gaulihuette-sac-2147000111/ski-touring/von-muervorsess-im-urbachtal-3150/,https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/gaulihuette-sac-2147000111/skitouren/von-muervorsess-im-urbachtal-3150/,"Von Mürvorsess im Urbachtal (879 m) auf dem Alpweg nach Rohrmatten (1049 m), wobei die Strasse zweimal abgekürzt werden kann. Auf dem Sommerweg weiter taleinwärts, zeitweise recht ruppig und exponiert, nach Schrätteren. Im Aufstieg bereits prüfen, ob eine allfällige Abfahrt evtl. durch die Schlucht erfolgen kann. Möglich ist dies in schneereichen Wintern, wenn reichlich Lawinenschnee auf dem Ürbachwasser liegt. Kurz nach Schrätteren den Bach queren. Im Bereich des Sommerwegs über den lawinengefährdeten Nordhang zu P. 1850 hinauf und südwärts weiter über den felsdurchsetzten Rücken von Hohwang auf die Schulter im Tälligrat «Bin Mannen» (grosse Steinmänner). Wenig oberhalb der Markierungen über ein abschüssiges Band flach ins Tälli hineinqueren. Südwestwärts in unübersichtlich kupiertem Gletscherschliffgelände via P. 2176 zur Gaulihütte."
41373,46.253367178290965;10.140531994209846,46.282174722926804;10.117350927855995,5.50 km,555 m,51 m,1'288 m,1'793 m,Von Viano (Piaz) oder Miralago,Rifugio Alpe San Romerio 1792 m,T1,0:20 h, 100 m,na,na,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/rifugio-alpe-san-romerio-2140494601/mountain-hiking/von-viano-piaz-oder-miralago-41373/,https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/rifugio-alpe-san-romerio-2140494601/berg-und-alpinwandern/von-viano-piaz-oder-miralago-41373/,Von Viano dem ausgeschilderten Bergwanderweg entlang zum Parkplatz Piaz und von da in 20 Min zum Rifugio Alpe San Romerio.
41400,46.448484647963724;6.982079391821048,46.444944798322474;6.974804508898611,7.77 km,763 m,365 m,1'113 m,1'874 m,Rundtour Rochers de Naye von Les Cases,Rochers de Naye 2042 m,T3,4 h, 1400 m,3 h, 1400 m,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/rochers-de-naye-1283/mountain-hiking/rundtour-rochers-de-naye-von-les-cases-41400/,https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/rochers-de-naye-1283/berg-und-alpinwandern/rundtour-rochers-de-naye-von-les-cases-41400/,"Von der Station Les Cases nach WSW zum Col de Jaman, hinter dem Restaurant Le Manoir weiter aufsteigen.Ein recht steiler, stellenweise mit Ketten gesicherter Pfad führt zum Gipfel der Dent de Jaman. Bei nassen Verhältnissen ist es ratsam, den Weg nach links einzuschlagen (länger) oder von der Haltestelle Jaman der Zahnradbahn Montreux­ - Les Rochers-de-Naye aus zu starten."
4106,45.87121839305449;7.053549220642531,45.901723672467774;7.060041017456471,4.92 km,1'001 m,48 m,1'766 m,2'729 m,Von Arp Nouva-Dèsot (Normal route),Bivacco Cesare Fiorio CAAI 2725 m,T3,3 h, 1000 m,na,na,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/bivacco-cesare-fiorio-caai-2147436061/mountain-hiking/von-arp-nouva-desot-4106/,https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/bivacco-cesare-fiorio-caai-2147436061/berg-und-alpinwandern/von-arp-nouva-desot-4106/,"Von Arp Nouva-Dèsot (1769 m, Restaurant) folgt man der Alpstrasse bis diese einen Bach überquert (ca. 1892 m) und zweigt dort nach rechts ab. Auf einem schönen Alpweg geht es hinauf bis zur Alp Pré de Bard-Dèsot (2062 m, Standort des Refuge Elena), 1 Std. Man geht kurz der Alpstrasse nach, zweigt danach rechts (N) ab und geht in Richtung des Petit Col Ferret. Kurz vor dem Pass (bei P. 2459) zweigt man nach links (W) ab und gelangt über einen Felsriegel zu P. 2513. Von dort steigt der Weg relativ gleichmässig über Geröll und einige Felsen in NW-Richtung zum Biwak (2729 m), 2 Std. Kommt man vom Petit Col Ferret (2490 m), so erreicht man P. 2459 nach einem kurzen Abstieg."
41443,45.91607232356792;7.104889947476507,45.9017236724694;7.06004101745388,6.23 km,1'121 m,97 m,1'667 m,2'729 m,Von La Fouly (Ferret),Bivacco Cesare Fiorio CAAI 2725 m,T3,3 h, 1050 m,na,na,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/bivacco-cesare-fiorio-caai-2147436061/mountain-hiking/von-la-fouly-ferret-41443/,https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/bivacco-cesare-fiorio-caai-2147436061/berg-und-alpinwandern/von-la-fouly-ferret-41443/,Von Ferret hinunter zur jungen Dranse de Ferret und auf markiertem Bergwanderweg an der Gite de la Léchère vorbei nach Lechère Dessus. Durch ein Tälchen zu P. 2144 und in die Combe des Fonds hinauf zum Petit Col Ferret. Auf der italienischen Seite etwas absteigen und bei P. 2459 nach rechts (W) abbiegen. Man gelangt über einen Felsriegel zu P. 2513. Von dort steigt der Weg relativ gleichmässig über Geröll und einige Felsen in NW-Richtung zum Biwak (2729 m).
41372,46.487684517341954;9.922248526059596,46.48722909417548;9.955563305123379,3.99 km,862 m,18 m,2'323 m,3'172 m,Von der Alp Languard,Chamanna Georgy 3175 m,T4-,2:30 h, 860 m,na,na,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/chamanna-georgy-2147436654/mountain-hiking/von-der-alp-languard-41372/,https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/chamanna-georgy-2147436654/berg-und-alpinwandern/von-der-alp-languard-41372/,"Von der Alp Languard folgt man dem markierten und ausgeschilderten Bergweg ziemlich genau ostwärts an der Talflanke der Val Languard entlang aufwärts, an mehreren Verzweigungen vorbei (Wegweiser beachten). Über Plaun da l’Esen und die Verzweigung bei P. 2822 gelangt man zu P. 2926 unter der Südflanke des Piz Languard. Nun geht es steil und in vielen Kehren durch die Südflanke aufwärts zur Georgys Hütte auf ca. 3180 m."
40846,46.16834713795077;9.086829050869602,46.17752089487304;9.131552011241157,6.67 km,1'084 m,43 m,962 m,2'002 m,Von Carena,Capanna Gesero 2000 m,T2,3 h, 1050 m,na,na,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/capanna-gesero-2147000114/mountain-hiking/von-carena-40846/,https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/capanna-gesero-2147000114/berg-und-alpinwandern/von-carena-40846/,"In Carena (958 m) schlägt man in der Nähe des Zollhauses den auf die Alpe Croveggia (1546 m) führenden, markierten gepflästerten und auch mit Tritten versehenen Weg ein. Damit gelangt man zur engen Kurve eines asphaltierten Strässchens (Abzweigung des Passo San Jorio). Auf diesem ansteigend nach ca. 50 m zu einem Wegweiser, der den Beginn des Hüttenweges markiert zu einem ersten Brunnen. Ein zweiter Brunnen auf ca. 1310 m und ein dritter auf ca. 1400 m beweisen uns, dass das Gebiet einst beweidet wurde. Aus dem Walde tretend erreicht man die Weide der Alpe Croveggia (1548 m), auf der man etwas links die Ruinen der Ställe und einen renovierten Bau bemerkt. Nun steigt der Weg im Zickzack steil zur Höhenkurve 1660 m hinauf, wo rechts ein Weg zur Alpe Pisciarotondo (1658 m) abzweigt (Wegweiser «Giggio»), Ein schöner Schräganstieg über offenes Weideland führt zum Sattel 1753 m. Hier wird man vom Anblick des Corno di Gesero überrascht (Die Telekommunikations- Einrichtungen bei P. 2201 der Cima delle Cicogne sind schon etwas früher sichtbar.). Nach dem Abstieg auf die Alpe di Gesero auf dem Strässchen in Kürze zum alten Hüttenstandort. Nun rechts dem Fahrweg entlang weiter in einer halben Stunde zum neuen Hüttenstandort «Biscia»."
358,46.769206524599895;8.642277535692772,46.78363052484912;8.601017536046028,5.55 km,851 m,9 m,1'366 m,2'208 m,From the Arnisee via Nidersee (Normal route),Leutschachhütte SAC 2208 m,T2,2:30 h, 850 m,na,na,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/leutschachhuette-sac-2147000153/mountain-hiking/from-the-arnisee-via-nidersee-358/,https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/leutschachhuette-sac-2147000153/berg-und-alpinwandern/vom-arnisee-ueber-nidersee-358/,"From Intschi take a cable car to the Arnisee (1370 m). The well-marked approach follows the wide road to the Torli (1383 m) where the beautiful hike begins in earnest. Head through the valley from Leitschach via Chäserli, Bidemli and Leutschach to the Nidersee (2090 m). From the lake just a few hairpin bends bring you up to the Leutschachhütte."
1241,46.769164524599574;8.64231153569221,46.78339955113151;8.633995322052131,3 km,619 m,7 m,1'365 m,1'976 m,Vom Arnisee über die Sunniggrathütte,Leutschachhütte SAC 2208 m,T3,4–5 h, 1000 m,na,na,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/leutschachhuette-sac-2147000153/mountain-hiking/vom-arnisee-ueber-die-sunniggrathuette-1241/,https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/leutschachhuette-sac-2147000153/berg-und-alpinwandern/vom-arnisee-ueber-die-sunniggrathuette-1241/,Von Intschi mit der Luftseilbahn zum Arnisee. Vom nördlichen Seeufer auf markiertem Weg durch den Grüenwald über Riedboden und Grossgand zur Sunniggrathütte.
40834,46.76914639854369;8.642323589704628,46.76157807398606;8.596413330558983,4.94 km,641 m,27 m,1'365 m,1'979 m,Vom Arnisee durch das Schindlachtal,Leutschachhütte SAC 2208 m,T3+,5 h, 1300 m,na,na,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/leutschachhuette-sac-2147000153/mountain-hiking/vom-arnisee-durch-das-schindlachtal-40834/,https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/leutschachhuette-sac-2147000153/berg-und-alpinwandern/vom-arnisee-durch-das-schindlachtal-40834/,"Von der Bergstation zum Arnisee, über den Leutschachbach und kurz nach Heissiegg auf schmaler Spur, welche den Hang nach Staldi quert. Über Seewlisegg zur Schindlachtalhütte."
3251,46.76929527474815;8.642266436654054,46.78363318966139;8.601061104916708,4.60 km,854 m,12 m,1'366 m,2'208 m,Von Intschi mit der Seilbahn (Normal route),Leutschachhütte SAC 2208 m,AD,2:30–3 h, 840 m,na,na,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/leutschachhuette-sac-2147000153/ski-touring/von-intschi-mit-der-seilbahn-3251/,https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/leutschachhuette-sac-2147000153/skitouren/von-intschi-mit-der-seilbahn-3251/,"Von der Bergstation der Luftseilbahn Intschi – Arnisee (ca. 1368 m) via See nach Hinter Arni (1382 m). Den Leitschachbach überqueren und dann sofort Richtung Nordwesten ins Tal hinein. Via Chäserli (1480 m), in der Nähe von Heitersbüel am geometrischen Mittelpunkt (Felsblock) des Kantons Uri vorbei, durch die Talsohle in den Kessel bei Furt 1762 m. Hier wendet sich das Tal Richtung Südwesten. Bei günstigen Bedingungen durch das Bachtobel, am Schluss sehr steil (40° auf 40 Hm) über den Wasserfall direkt zum Nidersee (2091 m). Östlich des Bachgrabens, Abfluss des Obersees, nordwestwärts recht steil (35° auf 70 Hm) zum Seilbahnhäuschen hinauf und durch das Tobel hinüber zur Hütte."
40836,46.365455079960725;7.008491687308704,46.37475090976985;7.008367209284104,3.17 km,518 m,101 m,1'826 m,2'326 m,Par le versant S et les lapiés des Truex,Tour de Mayen 2327 m,T3+,2:15 h, 810 m,1:45–2 h, 810 m,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/tour-de-mayen-1143/mountain-hiking/par-le-versant-s-et-les-lapies-des-truex-40836/,https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/tour-de-mayen-1143/berg-und-alpinwandern/par-le-versant-s-et-les-lapies-des-truex-40836/,"De Tête d'Aï (arrivée du télésiège), rejoindre l'alpage de Mayen par la route. Emprunter le sentier balisé qui conduit au petit lac Segray (2066 m). Du lac, le sentier monte une pente schisteuse en écharpe jusqu'au Plan de Mayen (2340 m), d'où il s'élève en direction de la ceinture rocheuse, premier soubassement de la Tour de Mayen. Il contourne la base de la paroi rocheuse (WSW) et en suit le pied en s'élevant en direction NW. On atteint ainsi le versant SW de la tour, où il s'élève entre les promontoires rocheux pour gagner la coupole gazonnée du sommet. Un court couloir (une chaîne) conduit au sommet."
40833,46.3631245766438;7.294995481141326,46.344234505414676;7.260208016525768,4.59 km,952 m,193 m,1'943 m,2'818 m,Par les Lapies di Bou / Verlornenberg,Dent Blanche / Gstellihore 2820 m,T4-,3:15–3:30 h, 950 m,3–3:15 h, 950 m,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/dent-blanche-gstellihore-862/mountain-hiking/par-les-lapies-di-bou-verlornenberg-40833/,https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/gstellihore-dent-blanche-862/berg-und-alpinwandern/ueber-verlornenberg-lapies-di-bou-40833/,"De la station d'arrivée du téléphérique du Sanetsch, descendre par le sentier bien marqué au P. 1953. Traverser La Sarine (Saane) presque à sec et continuer sur ce même sentier qui franchit une épaule au NW du P. 2253 avant de redescendre dans le vallon du Verlornenberg. Monter directement à travers les Lapies di Bou pour rejoindre le P. 2580 situé sur l'arête NE reliant les Mountons à la Dent Blanche. Poursuivre sur cette arête peu inclinée pour gagner la Dent Blanche au travers de lapiés, dont certains sont crevassés! On retrouve, dans la dernière partie en caillasse, une sente qui conduit au sommet. Descente: par le même itinéraire ou Le passage à Bonvin (via ferrata de la face S)."
40824,46.36312418635123;7.294995482180986,46.34423666331836;7.260214602835283,4.18 km,792 m,36 m,2'034 m,2'816 m,En boucle par Le passage à Bonvin et les Lapies di Bou,Dent Blanche / Gstellihore 2820 m,T5,2:45–3:15 h, 810 m,3–3:15 h, 950 m,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/dent-blanche-gstellihore-862/mountain-hiking/en-boucle-par-le-passage-a-bonvin-et-les-lapies-di-bou-40824/,https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/gstellihore-dent-blanche-862/berg-und-alpinwandern/rundtour-ueber-le-passage-a-bonvin-und-verlornenberg-40824/,"De la station supérieure de Sanetsch, passer devant l'Auberge du Sanetsch, traverser le barrage et longer la rive gauche du lac jusqu'au P. 2061 m. Quitter la route au niveau du virage et suivre la sente qui conduit au départ des voies d'escalade (cairns et marques de peinture rouge) jusqu'au pied de la face S du point culminant des Mountons. De là, se diriger WSW et longer toute la base de la falaise des Mountons par une sente assez bien visible. Le départ de la via ferrata se situe là où la falaise est la moins haute, quelques mètres après avoir passé sous le P. 2580 m et à gauche en contrebas d'une flèche rouge qui indiquait l'ancien départ de la via. Son ascension est courte et facile (env. 20 min): une succession d'échelons précède deux échelles qui débouchent à l'arête NE de la Dent Blanche. Ensuite il n'y a pas de sentier, ni de marque pour continuer. Suivre l'arête peu inclinée pour gagner la Dent Blanche au travers de lapiés, dont certains sont crevassés! On retrouve, dans la dernière partie en caillasse, une sente qui conduit au sommet."
207,46.672581832157164;8.858393960928431,46.640450117183654;8.913790017025402,8.09 km,1'202 m,11 m,1'331 m,2'523 m,From Curaglia via Val Plattas (Normal route),Medelserhütte SAC 2524 m,T2,3:30 h, 1200 m,na,na,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/medelserhuette-sac-2147000168/mountain-hiking/from-curaglia-via-val-plattas-207/,https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/medelserhuette-sac-2147000168/berg-und-alpinwandern/von-curaglia-durch-die-val-plattas-207/,"From Curaglia (1332 m) a road leads past the church and in two hairpin bends into Val Plattas. There is a fork at the entrance to Val Plattas; take the branch that remains in the valley west of Rein da Plattas, which gradually changes into a mountain track, ending at Stavels Veders (1965 m). Bypassing Alp Sura in a right-hand bend, you reach a bridge. After crossing the bridge, the marked mountain trail becomes steeper and you quickly gain height. After the steep couloir, the hut is already in sight."
