tour_id,start,end,distance_clean,ascent_clean,descent_clean,time_ascent_clean,time_descent_clean,difficulty,difficulty_calc1,fitness_calc2,leistungskm_calc3,min_clean,max_clean,title,subtitle,link,map,description
41400,46.448484647963724;6.982079391821048,46.444944798322474;6.974804508898611,7.77, 1400 , 1400 ,04:00:00,03:00:00,T3,medium,difficult,22,1113,1874,Rundtour Rochers de Naye von Les Cases,Rochers de Naye 2042 m,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/rochers-de-naye-1283/mountain-hiking/rundtour-rochers-de-naye-von-les-cases-41400/,https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/rochers-de-naye-1283/berg-und-alpinwandern/rundtour-rochers-de-naye-von-les-cases-41400/,"Von der Station Les Cases nach WSW zum Col de Jaman, hinter dem Restaurant Le Manoir weiter aufsteigen.Ein recht steiler, stellenweise mit Ketten gesicherter Pfad führt zum Gipfel der Dent de Jaman. Bei nassen Verhältnissen ist es ratsam, den Weg nach links einzuschlagen (länger) oder von der Haltestelle Jaman der Zahnradbahn Montreux­ - Les Rochers-de-Naye aus zu starten."
4106,45.87121839305449;7.053549220642531,45.901723672467774;7.060041017456471,4.92, 1000 ,na,03:00:00,00:00:00,T3,medium,difficult,15,1766,2729,Von Arp Nouva-Dèsot (Normal route),Bivacco Cesare Fiorio CAAI 2725 m,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/bivacco-cesare-fiorio-caai-2147436061/mountain-hiking/von-arp-nouva-desot-4106/,https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/bivacco-cesare-fiorio-caai-2147436061/berg-und-alpinwandern/von-arp-nouva-desot-4106/,"Von Arp Nouva-Dèsot (1769 m, Restaurant) folgt man der Alpstrasse bis diese einen Bach überquert (ca. 1892 m) und zweigt dort nach rechts ab. Auf einem schönen Alpweg geht es hinauf bis zur Alp Pré de Bard-Dèsot (2062 m, Standort des Refuge Elena), 1 Std. Man geht kurz der Alpstrasse nach, zweigt danach rechts (N) ab und geht in Richtung des Petit Col Ferret. Kurz vor dem Pass (bei P. 2459) zweigt man nach links (W) ab und gelangt über einen Felsriegel zu P. 2513. Von dort steigt der Weg relativ gleichmässig über Geröll und einige Felsen in NW-Richtung zum Biwak (2729 m), 2 Std. Kommt man vom Petit Col Ferret (2490 m), so erreicht man P. 2459 nach einem kurzen Abstieg."
41443,45.91607232356792;7.104889947476507,45.9017236724694;7.06004101745388,6.23, 1050 ,na,03:00:00,00:00:00,T3,medium,difficult,17,1667,2729,Von La Fouly (Ferret),Bivacco Cesare Fiorio CAAI 2725 m,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/bivacco-cesare-fiorio-caai-2147436061/mountain-hiking/von-la-fouly-ferret-41443/,https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/bivacco-cesare-fiorio-caai-2147436061/berg-und-alpinwandern/von-la-fouly-ferret-41443/,Von Ferret hinunter zur jungen Dranse de Ferret und auf markiertem Bergwanderweg an der Gite de la Léchère vorbei nach Lechère Dessus. Durch ein Tälchen zu P. 2144 und in die Combe des Fonds hinauf zum Petit Col Ferret. Auf der italienischen Seite etwas absteigen und bei P. 2459 nach rechts (W) abbiegen. Man gelangt über einen Felsriegel zu P. 2513. Von dort steigt der Weg relativ gleichmässig über Geröll und einige Felsen in NW-Richtung zum Biwak (2729 m).
41372,46.487684517341954;9.922248526059596,46.48722909417548;9.955563305123379,3.99, 860 ,na,02:30:00,00:00:00,T4-,difficult,medium,13,2323,3172,Von der Alp Languard,Chamanna Georgy 3175 m,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/chamanna-georgy-2147436654/mountain-hiking/von-der-alp-languard-41372/,https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/chamanna-georgy-2147436654/berg-und-alpinwandern/von-der-alp-languard-41372/,"Von der Alp Languard folgt man dem markierten und ausgeschilderten Bergweg ziemlich genau ostwärts an der Talflanke der Val Languard entlang aufwärts, an mehreren Verzweigungen vorbei (Wegweiser beachten). Über Plaun da l’Esen und die Verzweigung bei P. 2822 gelangt man zu P. 2926 unter der Südflanke des Piz Languard. Nun geht es steil und in vielen Kehren durch die Südflanke aufwärts zur Georgys Hütte auf ca. 3180 m."
40846,46.16834713795077;9.086829050869602,46.17752089487304;9.131552011241157,6.67, 1050 ,na,03:00:00,00:00:00,T2,medium,difficult,17,962,2002,Von Carena,Capanna Gesero 2000 m,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/capanna-gesero-2147000114/mountain-hiking/von-carena-40846/,https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/capanna-gesero-2147000114/berg-und-alpinwandern/von-carena-40846/,"In Carena (958 m) schlägt man in der Nähe des Zollhauses den auf die Alpe Croveggia (1546 m) führenden, markierten gepflästerten und auch mit Tritten versehenen Weg ein. Damit gelangt man zur engen Kurve eines asphaltierten Strässchens (Abzweigung des Passo San Jorio). Auf diesem ansteigend nach ca. 50 m zu einem Wegweiser, der den Beginn des Hüttenweges markiert zu einem ersten Brunnen. Ein zweiter Brunnen auf ca. 1310 m und ein dritter auf ca. 1400 m beweisen uns, dass das Gebiet einst beweidet wurde. Aus dem Walde tretend erreicht man die Weide der Alpe Croveggia (1548 m), auf der man etwas links die Ruinen der Ställe und einen renovierten Bau bemerkt. Nun steigt der Weg im Zickzack steil zur Höhenkurve 1660 m hinauf, wo rechts ein Weg zur Alpe Pisciarotondo (1658 m) abzweigt (Wegweiser «Giggio»), Ein schöner Schräganstieg über offenes Weideland führt zum Sattel 1753 m. Hier wird man vom Anblick des Corno di Gesero überrascht (Die Telekommunikations- Einrichtungen bei P. 2201 der Cima delle Cicogne sind schon etwas früher sichtbar.). Nach dem Abstieg auf die Alpe di Gesero auf dem Strässchen in Kürze zum alten Hüttenstandort. Nun rechts dem Fahrweg entlang weiter in einer halben Stunde zum neuen Hüttenstandort «Biscia»."
358,46.769206524599895;8.642277535692772,46.78363052484912;8.601017536046028,5.55, 850 ,na,02:30:00,00:00:00,T2,medium,medium,14,1366,2208,From the Arnisee via Nidersee (Normal route),Leutschachhütte SAC 2208 m,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/leutschachhuette-sac-2147000153/mountain-hiking/from-the-arnisee-via-nidersee-358/,https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/leutschachhuette-sac-2147000153/berg-und-alpinwandern/vom-arnisee-ueber-nidersee-358/,"From Intschi take a cable car to the Arnisee (1370 m). The well-marked approach follows the wide road to the Torli (1383 m) where the beautiful hike begins in earnest. Head through the valley from Leitschach via Chäserli, Bidemli and Leutschach to the Nidersee (2090 m). From the lake just a few hairpin bends bring you up to the Leutschachhütte."
1241,46.769164524599574;8.64231153569221,46.78339955113151;8.633995322052131,3.0, 1000 ,na,04:00:00,00:00:00,T3,medium,difficult,13,1365,1976,Vom Arnisee über die Sunniggrathütte,Leutschachhütte SAC 2208 m,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/leutschachhuette-sac-2147000153/mountain-hiking/vom-arnisee-ueber-die-sunniggrathuette-1241/,https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/leutschachhuette-sac-2147000153/berg-und-alpinwandern/vom-arnisee-ueber-die-sunniggrathuette-1241/,Von Intschi mit der Luftseilbahn zum Arnisee. Vom nördlichen Seeufer auf markiertem Weg durch den Grüenwald über Riedboden und Grossgand zur Sunniggrathütte.
40834,46.76914639854369;8.642323589704628,46.76157807398606;8.596413330558983,4.94, 1300 ,na,05:00:00,00:00:00,T3+,medium,difficult,18,1365,1979,Vom Arnisee durch das Schindlachtal,Leutschachhütte SAC 2208 m,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/leutschachhuette-sac-2147000153/mountain-hiking/vom-arnisee-durch-das-schindlachtal-40834/,https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/leutschachhuette-sac-2147000153/berg-und-alpinwandern/vom-arnisee-durch-das-schindlachtal-40834/,"Von der Bergstation zum Arnisee, über den Leutschachbach und kurz nach Heissiegg auf schmaler Spur, welche den Hang nach Staldi quert. Über Seewlisegg zur Schindlachtalhütte."
40836,46.365455079960725;7.008491687308704,46.37475090976985;7.008367209284104,3.17, 810 , 810 ,02:15:00,01:45:00,T3+,medium,medium,11,1826,2326,Par le versant S et les lapiés des Truex,Tour de Mayen 2327 m,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/tour-de-mayen-1143/mountain-hiking/par-le-versant-s-et-les-lapies-des-truex-40836/,https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/tour-de-mayen-1143/berg-und-alpinwandern/par-le-versant-s-et-les-lapies-des-truex-40836/,"De Tête d'Aï (arrivée du télésiège), rejoindre l'alpage de Mayen par la route. Emprunter le sentier balisé qui conduit au petit lac Segray (2066 m). Du lac, le sentier monte une pente schisteuse en écharpe jusqu'au Plan de Mayen (2340 m), d'où il s'élève en direction de la ceinture rocheuse, premier soubassement de la Tour de Mayen. Il contourne la base de la paroi rocheuse (WSW) et en suit le pied en s'élevant en direction NW. On atteint ainsi le versant SW de la tour, où il s'élève entre les promontoires rocheux pour gagner la coupole gazonnée du sommet. Un court couloir (une chaîne) conduit au sommet."
40833,46.3631245766438;7.294995481141326,46.344234505414676;7.260208016525768,4.59, 950 , 950 ,03:15:00,03:00:00,T4-,difficult,difficult,14,1943,2818,Par les Lapies di Bou / Verlornenberg,Dent Blanche / Gstellihore 2820 m,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/dent-blanche-gstellihore-862/mountain-hiking/par-les-lapies-di-bou-verlornenberg-40833/,https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/gstellihore-dent-blanche-862/berg-und-alpinwandern/ueber-verlornenberg-lapies-di-bou-40833/,"De la station d'arrivée du téléphérique du Sanetsch, descendre par le sentier bien marqué au P. 1953. Traverser La Sarine (Saane) presque à sec et continuer sur ce même sentier qui franchit une épaule au NW du P. 2253 avant de redescendre dans le vallon du Verlornenberg. Monter directement à travers les Lapies di Bou pour rejoindre le P. 2580 situé sur l'arête NE reliant les Mountons à la Dent Blanche. Poursuivre sur cette arête peu inclinée pour gagner la Dent Blanche au travers de lapiés, dont certains sont crevassés! On retrouve, dans la dernière partie en caillasse, une sente qui conduit au sommet. Descente: par le même itinéraire ou Le passage à Bonvin (via ferrata de la face S)."
40824,46.36312418635123;7.294995482180986,46.34423666331836;7.260214602835283,4.18, 810 , 950 ,02:45:00,03:00:00,T5,difficult,medium,12,2034,2816,En boucle par Le passage à Bonvin et les Lapies di Bou,Dent Blanche / Gstellihore 2820 m,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/dent-blanche-gstellihore-862/mountain-hiking/en-boucle-par-le-passage-a-bonvin-et-les-lapies-di-bou-40824/,https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/gstellihore-dent-blanche-862/berg-und-alpinwandern/rundtour-ueber-le-passage-a-bonvin-und-verlornenberg-40824/,"De la station supérieure de Sanetsch, passer devant l'Auberge du Sanetsch, traverser le barrage et longer la rive gauche du lac jusqu'au P. 2061 m. Quitter la route au niveau du virage et suivre la sente qui conduit au départ des voies d'escalade (cairns et marques de peinture rouge) jusqu'au pied de la face S du point culminant des Mountons. De là, se diriger WSW et longer toute la base de la falaise des Mountons par une sente assez bien visible. Le départ de la via ferrata se situe là où la falaise est la moins haute, quelques mètres après avoir passé sous le P. 2580 m et à gauche en contrebas d'une flèche rouge qui indiquait l'ancien départ de la via. Son ascension est courte et facile (env. 20 min): une succession d'échelons précède deux échelles qui débouchent à l'arête NE de la Dent Blanche. Ensuite il n'y a pas de sentier, ni de marque pour continuer. Suivre l'arête peu inclinée pour gagner la Dent Blanche au travers de lapiés, dont certains sont crevassés! On retrouve, dans la dernière partie en caillasse, une sente qui conduit au sommet."
207,46.672581832157164;8.858393960928431,46.640450117183654;8.913790017025402,8.09, 1200 ,na,03:30:00,00:00:00,T2,medium,difficult,20,1331,2523,From Curaglia via Val Plattas (Normal route),Medelserhütte SAC 2524 m,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/medelserhuette-sac-2147000168/mountain-hiking/from-curaglia-via-val-plattas-207/,https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/medelserhuette-sac-2147000168/berg-und-alpinwandern/von-curaglia-durch-die-val-plattas-207/,"From Curaglia (1332 m) a road leads past the church and in two hairpin bends into Val Plattas. There is a fork at the entrance to Val Plattas; take the branch that remains in the valley west of Rein da Plattas, which gradually changes into a mountain track, ending at Stavels Veders (1965 m). Bypassing Alp Sura in a right-hand bend, you reach a bridge. After crossing the bridge, the marked mountain trail becomes steeper and you quickly gain height. After the steep couloir, the hut is already in sight."
40831,46.6730306925257;8.858241560453394,46.63636010094487;8.883461053576715,7.41, 1800 ,na,05:30:00,00:00:00,T3,medium,difficult,25,1331,2477,Von Curaglia über den Piz Ault,Medelserhütte SAC 2524 m,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/medelserhuette-sac-2147000168/mountain-hiking/von-curaglia-ueber-den-piz-ault-40831/,https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/medelserhuette-sac-2147000168/berg-und-alpinwandern/von-curaglia-ueber-den-piz-ault-40831/,"Ab Curaglia (1332 m) auf steilem Bergweg, nur kurz auf der Forststrasse zur Verbauungshütte bei P. 1973. Weiter erst sanft dem Grat entlang, dann steiler zum Piz Ault Nordgipfel P. 2470. Nun folgt die als Bergwanderweg markierte Route, ein mancherorts unterbrochener Pfad, mit nur unbedeutenden Abweichungen dem Grat zum Südgipfel P. 2479 m und weiter über einige Erhebungen hinunter in die Fuorcla dalla Buora (2291 m)."
208,46.69078801558395;8.956756607010542,46.64053652287083;8.913876533061739,12.11, 1500 ,na,05:15:00,00:00:00,T3,medium,difficult,27,1305,2524,Von Tenigerbad durch die Val Lavaz,Medelserhütte SAC 2524 m,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/medelserhuette-sac-2147000168/mountain-hiking/von-tenigerbad-durch-die-val-lavaz-208/,https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/medelserhuette-sac-2147000168/berg-und-alpinwandern/von-tenigerbad-durch-die-val-lavaz-208/,"Ab Tenigerbad (1305 m) benutzt die markierte Route zunächst teilweise das Alpsträsschen im Zickzack in die Val Vallesa, steigt dann steil hinauf zum Gratkamm beiund quert dann zur Alp Rentiert Davon. Von der Alp Rentiert setzt sich der Weg mit Auf und Ab von einer Weideterrasse zur nächsten fort, biegt auf der Alp Rentiert Dadens ins Val Lavaz ein und erreicht über Stavelatsch (2329 m) die Hütte."
40829,46.64045136841531;8.913693385785967,46.65151186660764;8.904430638393046,1.79, 500 , 500 ,01:30:00,01:00:00,T4,difficult,medium,7,2498,2931,Von der Medelserhütte über den Südgrat,Piz Caschleglia 2935 m,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/piz-caschleglia-307/mountain-hiking/von-der-medelserhuette-ueber-den-suedgrat-40829/,https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/piz-caschleglia-307/berg-und-alpinwandern/von-der-medelserhuette-ueber-den-suedgrat-40829/,"Von der Camona da Medel CAS (2524 m) auf dem markierten Bergwanderweg gegen Nordosten. Nach rund 10 Minuten wird das Gelände flacher und man verlässt den Bergweg bei einer roten Markierung an Steinblock mit Steinmann nach links, hinauf zum Rasenplateau bei der flachen Senke P. 2588 m. Nun auf Wegspuren dem Grat entlang bis zum südlichen Vorgipfel. Ab hier wird die Route exponierter; kurzer Abstieg zwischen Blöcken (Eisenklammern) und den Gipfelaufbau von rechts nach links (Pfeil, Markierungen, Ketten) in plattigem Gelände ersteigen. Abstieg auf der gleichen Route."
40823,46.69078732941076;7.765409358484014,46.722510109536756;7.7799506679877615,5.4, 940 ,na,03:30:00,00:00:00,T4,difficult,difficult,15,1104,1257,Bärenpfad,Niederhorn 1963 m,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/niederhorn-1293/mountain-hiking/baerenpfad-40823/,https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/niederhorn-1293/berg-und-alpinwandern/baerenpfad-40823/,"Von der Talstation der Niederhornbahn ca. 50 Minuten auf der Strasse abwärts Richtung Grön/Justistal . Von Grön weitere ca. 30 Minuten auf der Strasse talaufwärts bis zum Püfelberg. Wenige Meter nach der Abzweigung, die zur Alphütte Püfel führt, erkennt man rechts (östlich) am Waldrand den Beginn des Bärenpfades."
