link,title,difficulty,distance,elevation_up,elevation_down,duration,speed,gpx_file
https://www.komoot.com/smarttour/12231749,Landgasthof Kemmeriboden Bad – Ausicht die begeistert loop from Bumbach,Expert,12.7 mi,"3,425 ft","3,425 ft",07:23,1.7 mph,2023-05-07_1109225973_GPX Download_ Landgasthof Kemmeriboden Bad – Ausicht die begeistert Runde von Bumbach.gpx
https://www.komoot.com/smarttour/4170065,Kleiner Hofladen – Holzfiguren loop from Langnau,Intermediate,6.14 mi,450 ft,425 ft,02:40,2.3 mph,2023-05-07_1109226312_GPX Download_ Kleiner Hofladen – Holzfiguren Runde von Langnau.gpx
https://www.komoot.com/smarttour/8024998,Waldhäusern – Blasenfluh loop from Emmenmatt,Intermediate,4.74 mi,650 ft,650 ft,02:14,2.1 mph,2023-05-07_1109226582_GPX Download_ Waldhäusern – Blasenfluh Runde von Emmenmatt.gpx
https://www.komoot.com/smarttour/736294,Napf – Höchänzi loop from Trub,Expert,10.2 mi,"2,475 ft","2,475 ft",05:23,1.9 mph,2023-05-07_1109226932_GPX Download_ Napf – Höchänzi Runde von Trub.gpx
https://www.komoot.com/smarttour/711126,Aquädukt über die Schüss – Eingang zur Taubenlochschlucht loop from Evilard/Leubringen,Intermediate,6.14 mi,"1,200 ft","1,225 ft",03:04,2.0 mph,2023-05-07_1109231529_GPX Download_ Aquädukt über die Schüss – Eingang zur Taubenlochschlucht Runde von Evilard_Leubringen.gpx
https://www.komoot.com/smarttour/1515868,Idyllischer Ort am Twannbach – Gorges de Douanne loop from Twann,Intermediate,8.42 mi,"1,825 ft","1,825 ft",04:20,1.9 mph,2023-05-07_1109231758_GPX Download_ Idyllischer Ort am Twannbach – Gorges de Douanne Runde von Twann.gpx
https://www.komoot.com/smarttour/992832,Eingang zur Taubenlochschlucht – Aquädukt über die Schüss loop from Champagne,Easy,3.72 mi,525 ft,525 ft,01:45,2.1 mph,2023-05-07_1109232025_GPX Download_ Eingang zur Taubenlochschlucht – Aquädukt über die Schüss Runde von Champagne.gpx
https://www.komoot.com/smarttour/992832,Eingang zur Taubenlochschlucht – Aquädukt über die Schüss loop from Champagne,Easy,3.72 mi,525 ft,525 ft,01:45,2.1 mph,2023-05-07_1109232274_GPX Download_ Eingang zur Taubenlochschlucht – Aquädukt über die Schüss Runde von Champagne.gpx
https://www.komoot.com/smarttour/8010280,Idyllischer Ort am Twannbach – Gorges de Douanne loop from Magglingen/Macolin,Expert,11.2 mi,"2,000 ft","2,000 ft",05:28,2.0 mph,2023-05-07_1109232581_GPX Download_ Idyllischer Ort am Twannbach – Gorges de Douanne Runde von Magglingen_Macolin.gpx
https://www.komoot.com/smarttour/1514836,Gorges de Douanne – Idyllischer Ort am Twannbach loop from Twann,Intermediate,6.20 mi,"1,350 ft","1,350 ft",03:12,1.9 mph,2023-05-07_1109232838_GPX Download_ Gorges de Douanne – Idyllischer Ort am Twannbach Runde von Twann.gpx
https://www.komoot.com/smarttour/711143,Gorges de Douanne – Twann loop from Twann,Intermediate,4.75 mi,"1,425 ft","1,425 ft",02:41,1.8 mph,2023-05-07_1109233132_GPX Download_ Gorges de Douanne – Twann Runde von Twann.gpx
https://www.komoot.com/smarttour/1516143,Gorges de Douanne – Twann loop from Biel/Bienne,Expert,14.7 mi,"2,275 ft","2,275 ft",07:04,2.1 mph,2023-05-07_1109233363_GPX Download_ Gorges de Douanne – Twann Runde von Biel_Bienne.gpx
https://www.komoot.com/smarttour/5473464,Gorges de Douanne – Überhang loop from Wingreis,Intermediate,6.50 mi,"1,500 ft","1,500 ft",03:23,1.9 mph,2023-05-07_1109233566_GPX Download_ Gorges de Douanne – Überhang Runde von Wingreis.gpx
https://www.komoot.com/smarttour/1516153,Aussicht Richtung Biel – Rebenweg oberhalb von Wingreis loop from Hohfluh,Intermediate,10.1 mi,925 ft,925 ft,04:31,2.2 mph,2023-05-07_1109233766_GPX Download_ Aussicht Richtung Biel – Rebenweg oberhalb von Wingreis Runde von Hohfluh.gpx
https://www.komoot.com/smarttour/4148716,Alte Aare – Steg über die Aare loop from Scheuren,Intermediate,8.71 mi,50 ft,50 ft,03:32,2.5 mph,2023-05-07_1109238644_GPX Download_ Alte Aare – Steg über die Aare Runde von Scheuren.gpx
https://www.komoot.com/smarttour/1515526,Eingang zur Taubenlochschlucht – Aquädukt über die Schüss loop from Boujean/Bözingen,Intermediate,5.41 mi,975 ft,975 ft,02:38,2.1 mph,2023-05-07_1109238951_GPX Download_ Eingang zur Taubenlochschlucht – Aquädukt über die Schüss Runde von Boujean_Bözingen.gpx
https://www.komoot.com/smarttour/5473606,Aussicht Richtung Biel – Idyllischer Ort am Twannbach loop from Magglingenbahn/Funi Macolin,Expert,12.0 mi,"1,450 ft","1,450 ft",05:33,2.2 mph,2023-05-07_1109239295_GPX Download_ Aussicht Richtung Biel – Idyllischer Ort am Twannbach Runde von Magglingenbahn_Funi Macolin.gpx
https://www.komoot.com/smarttour/8009357,Eingang zur Taubenlochschlucht – Wasserfall Tubeloch-Schlucht loop from Bienne Mâche - Biel Mett,Intermediate,9.31 mi,"1,700 ft","1,700 ft",04:36,2.0 mph,2023-05-07_1109239504_GPX Download_ Eingang zur Taubenlochschlucht – Wasserfall Tubeloch-Schlucht Runde von Bienne Mâche - Biel Mett.gpx
https://www.komoot.com/smarttour/1513675,Gorges de Douanne – Idyllischer Ort am Twannbach loop from Lamboing,Intermediate,2.65 mi,"1,050 ft","1,050 ft",01:39,1.6 mph,2023-05-07_1109239781_GPX Download_ Gorges de Douanne – Idyllischer Ort am Twannbach Runde von Lamboing.gpx
https://www.komoot.com/smarttour/1513659,Twann – Kirche Ligerz loop from Twann,Easy,3.03 mi,150 ft,150 ft,01:17,2.4 mph,2023-05-07_1109240144_GPX Download_ Twann – Kirche Ligerz Runde von Twann.gpx
https://www.komoot.com/smarttour/1516577,Eingang zur Taubenlochschlucht – Wasserfall Tubeloch-Schlucht loop from Biel/Bienne,Intermediate,10.2 mi,"1,575 ft","1,575 ft",04:53,2.1 mph,2023-05-07_1109240423_GPX Download_ Eingang zur Taubenlochschlucht – Wasserfall Tubeloch-Schlucht Runde von Biel_Bienne.gpx
https://www.komoot.com/smarttour/12205080,Eingang zur Taubenlochschlucht – Aquädukt über die Schüss loop from Biel/Bienne,Intermediate,7.25 mi,800 ft,800 ft,03:18,2.2 mph,2023-05-07_1109240636_GPX Download_ Eingang zur Taubenlochschlucht – Aquädukt über die Schüss Runde von Biel_Bienne.gpx
https://www.komoot.com/smarttour/1513778,Hängebrücke über die Zihl – Lago loop from Biel/Bienne,Easy,4.04 mi,50 ft,50 ft,01:39,2.4 mph,2023-05-07_1109240786_GPX Download_ Hängebrücke über die Zihl – Lago Runde von Biel_Bienne.gpx
https://www.komoot.com/smarttour/5473187,Eingang zur Taubenlochschlucht – Wasserfall Tubeloch-Schlucht loop from Boujean/Bözingen,Intermediate,5.04 mi,"1,525 ft","1,525 ft",02:52,1.8 mph,2023-05-07_1109240984_GPX Download_ Eingang zur Taubenlochschlucht – Wasserfall Tubeloch-Schlucht Runde von Boujean_Bözingen.gpx
https://www.komoot.com/smarttour/4147386,Badebuchten bei Ipsach – Strandbad Sutz-Lattrigen loop from Nidau,Intermediate,5.65 mi,100 ft,100 ft,02:19,2.4 mph,2023-05-07_1109245921_GPX Download_ Badebuchten bei Ipsach – Strandbad Sutz-Lattrigen Runde von Nidau.gpx
https://www.komoot.com/smarttour/8010332,Blick ins Seeland Alpen – Antenne de Chasseral loop from Cortébert,Intermediate,10.5 mi,"1,300 ft","1,300 ft",04:50,2.2 mph,2023-05-07_1109246075_GPX Download_ Blick ins Seeland Alpen – Antenne de Chasseral Runde von Cortébert.gpx
https://www.komoot.com/smarttour/992886,Antenne de Chasseral – Blick ins Seeland Alpen loop from Cormoret,Intermediate,9.91 mi,"1,300 ft","1,300 ft",04:35,2.2 mph,2023-05-07_1109246279_GPX Download_ Antenne de Chasseral – Blick ins Seeland Alpen Runde von Cormoret.gpx
https://www.komoot.com/smarttour/1513870,Jurahaus – Bison Ranch loop from Orvin,Intermediate,5.83 mi,"1,050 ft","1,075 ft",02:53,2.0 mph,2023-05-07_1109292768_GPX Download_ Jurahaus – Bison Ranch Runde von Orvin.gpx
https://www.komoot.com/smarttour/1513870,Jurahaus – Bison Ranch loop from Orvin,Intermediate,5.83 mi,"1,050 ft","1,075 ft",02:53,2.0 mph,2023-05-07_1109246520_GPX Download_ Jurahaus – Bison Ranch Runde von Orvin.gpx
https://www.komoot.com/smarttour/992843,Hôtel du Chasseral – Grossartige Fernsicht loop from Nods,Intermediate,5.02 mi,"2,125 ft","2,125 ft",03:15,1.5 mph,2023-05-07_1109246951_GPX Download_ Hôtel du Chasseral – Grossartige Fernsicht Runde von Nods.gpx
https://www.komoot.com/smarttour/1516333,Blick ins Seeland Alpen – Antenne de Chasseral loop from Nods,Expert,11.0 mi,"2,425 ft","2,425 ft",05:34,2.0 mph,2023-05-07_1109247238_GPX Download_ Blick ins Seeland Alpen – Antenne de Chasseral Runde von Nods.gpx
https://www.komoot.com/smarttour/12199881,Idyllischer Ort am Twannbach – Kirche Ligerz loop from Prêles,Intermediate,5.26 mi,"1,225 ft","1,225 ft",02:47,1.9 mph,2023-05-07_1109247565_GPX Download_ Idyllischer Ort am Twannbach – Kirche Ligerz Runde von Prêles.gpx
https://www.komoot.com/smarttour/1513675,Gorges de Douanne – Idyllischer Ort am Twannbach loop from Lamboing,Intermediate,2.65 mi,"1,050 ft","1,050 ft",01:39,1.6 mph,2023-05-08_1111566933_GPX Download_ Mittelpunkt des Kantons Zürich – Seerosen + Frösche Runde von Kindhausen.gpx
https://www.komoot.com/smarttour/12202898,Grossartige Fernsicht – Hôtel du Chasseral loop from Lignières,Intermediate,8.26 mi,"2,450 ft","2,450 ft",04:39,1.8 mph,2023-05-07_1109248090_GPX Download_ Grossartige Fernsicht – Hôtel du Chasseral Runde von Lignières.gpx
https://www.komoot.com/smarttour/711108,Le Chasseral – Antenne de Chasseral loop from Cormoret,Easy,1.72 mi,175 ft,175 ft,00:46,2.2 mph,2023-05-07_1109253846_GPX Download_ Le Chasseral – Antenne de Chasseral Runde von Cormoret.gpx
https://www.komoot.com/smarttour/711106,Gorges de Douanne – Idyllischer Ort am Twannbach loop from Ligerz,Intermediate,7.77 mi,"1,350 ft","1,350 ft",03:49,2.0 mph,2023-05-07_1109254184_GPX Download_ Gorges de Douanne – Idyllischer Ort am Twannbach Runde von Ligerz.gpx
https://www.komoot.com/smarttour/5473353,Blick ins Seeland Alpen – Antenne de Chasseral loop from Cormoret,Easy,3.30 mi,425 ft,450 ft,01:32,2.2 mph,2023-05-07_1109254384_GPX Download_ Blick ins Seeland Alpen – Antenne de Chasseral Runde von Cormoret.gpx
https://www.komoot.com/smarttour/8006451,Kirche Ligerz – Die Kirche von Ligerz loop from La Neuveville,Intermediate,6.15 mi,700 ft,700 ft,02:49,2.2 mph,2023-05-07_1109254677_GPX Download_ Kirche Ligerz – Die Kirche von Ligerz Runde von La Neuveville.gpx
https://www.komoot.com/smarttour/1514794,Drei-Seen-Sicht vom Mont-Sujet – Mont Sujet loop from Lamboing,Intermediate,8.39 mi,"1,925 ft","1,925 ft",04:19,1.9 mph,2023-05-07_1109254976_GPX Download_ Drei-Seen-Sicht vom Mont-Sujet – Mont Sujet Runde von Lamboing.gpx
https://www.komoot.com/smarttour/1513610,Parkplatz in Nods – Nods - L‘Aiguillon loop from Nods,Intermediate,4.62 mi,475 ft,475 ft,02:04,2.2 mph,2023-05-07_1109255261_GPX Download_ Parkplatz in Nods – Nods - L‘Aiguillon Runde von Nods.gpx
https://www.komoot.com/smarttour/8008534,Grossartige Fernsicht – Hôtel du Chasseral loop from Nods,Intermediate,6.51 mi,"2,075 ft","2,075 ft",03:46,1.7 mph,2023-05-07_1109255575_GPX Download_ Grossartige Fernsicht – Hôtel du Chasseral Runde von Nods.gpx
https://www.komoot.com/smarttour/12205842,Prêles – Mont Sujet loop from Prêles,Expert,10.9 mi,"2,275 ft","2,275 ft",05:32,2.0 mph,2023-05-07_1109255886_GPX Download_ Prêles – Mont Sujet Runde von Prêles.gpx
https://www.komoot.com/smarttour/8006551,Parkplatz in Nods – Grossartige Fernsicht loop from Nods,Intermediate,4.69 mi,"1,450 ft","1,450 ft",02:39,1.8 mph,2023-05-07_1109256134_GPX Download_ Parkplatz in Nods – Grossartige Fernsicht Runde von Nods.gpx
https://www.komoot.com/smarttour/5472502,Bison Ranch – Metairie de Prêles loop from Orvin,Easy,3.99 mi,600 ft,600 ft,01:53,2.1 mph,2023-05-07_1109256526_GPX Download_ Bison Ranch – Metairie de Prêles Runde von Orvin.gpx
https://www.komoot.com/smarttour/1516746,Blick ins Seeland Alpen – Antenne de Chasseral loop from Lamboing,Expert,14.6 mi,"3,450 ft","3,450 ft",07:35,1.9 mph,2023-05-07_1109261801_GPX Download_ Blick ins Seeland Alpen – Antenne de Chasseral Runde von Lamboing.gpx
https://www.komoot.com/smarttour/12193355,Hôtel du Chasseral – La Combe Biosse loop from Cormoret,Intermediate,8.03 mi,"1,800 ft","1,800 ft",04:12,1.9 mph,2023-05-07_1109262001_GPX Download_ Hôtel du Chasseral – La Combe Biosse Runde von Cormoret.gpx
https://www.komoot.com/smarttour/12206857,Moutier – Petit étang gelé loop from Moutier,Expert,11.1 mi,"1,800 ft","1,800 ft",05:20,2.1 mph,2023-05-07_1109262246_GPX Download_ Moutier – Petit étang gelé Runde von Moutier.gpx
https://www.komoot.com/smarttour/424272,Combe Fabet – Rückweg loop from Moutier,Intermediate,9.13 mi,"1,475 ft","1,475 ft",04:24,2.1 mph,2023-05-07_1109262504_GPX Download_ Combe Fabet – Rückweg Runde von Moutier.gpx
https://www.komoot.com/smarttour/992907,Combe Fabet – Rückweg loop from Court,Intermediate,9.27 mi,"1,475 ft","1,475 ft",04:28,2.1 mph,2023-05-07_1109262719_GPX Download_ Combe Fabet – Rückweg Runde von Court.gpx
https://www.komoot.com/smarttour/992907,Combe Fabet – Rückweg loop from Court,Intermediate,9.27 mi,"1,475 ft","1,475 ft",04:28,2.1 mph,2023-05-08_1111471586_GPX Download_ Bergsee – Rifugio Gattascosa Runde von Zwischbergen.gpx
https://www.komoot.com/smarttour/991195,Wasserfall – Mont Raimeux loop from Crémines,Intermediate,8.66 mi,"2,325 ft","2,325 ft",04:45,1.8 mph,2023-05-07_1109263123_GPX Download_ Wasserfall – Mont Raimeux Runde von Crémines.gpx
https://www.komoot.com/smarttour/4175609,Wasserfall – Unter der Krete loop from Crémines,Intermediate,7.33 mi,"2,200 ft","2,200 ft",04:10,1.8 mph,2023-05-07_1109263319_GPX Download_ Wasserfall – Unter der Krete Runde von Crémines.gpx
https://www.komoot.com/smarttour/712032,Grüner See (le lac vert) – Le Lac Vert loop from Sornetan,Intermediate,6.92 mi,"1,725 ft","1,725 ft",03:41,1.9 mph,2023-05-07_1110120131_GPX Download_ Grüner See (le lac vert) – Le Lac Vert Runde von Sornetan.gpx
https://www.komoot.com/smarttour/8008482,Gorges de Perrefitte loop from Perrefitte,Easy,3.57 mi,925 ft,925 ft,01:53,1.9 mph,2023-05-07_1109263733_GPX Download_ Gorges de Perrefitte Runde von Perrefitte.gpx
https://www.komoot.com/smarttour/1597323,Wasserfall – Mont Raimeux loop from Corcelles,Expert,13.2 mi,"3,825 ft","3,825 ft",07:31,1.8 mph,2023-05-07_1109268639_GPX Download_ Wasserfall – Mont Raimeux Runde von Corcelles.gpx
https://www.komoot.com/smarttour/5488933,Wasserfall – Unter der Krete loop from Grandval,Intermediate,6.76 mi,"1,650 ft","1,650 ft",03:38,1.9 mph,2023-05-07_1109268925_GPX Download_ Wasserfall – Unter der Krete Runde von Grandval.gpx
https://www.komoot.com/smarttour/5490631,Unter der Krete – Wasserfall loop from Grandval,Expert,12.0 mi,"2,900 ft","2,925 ft",06:24,1.9 mph,2023-05-07_1109269165_GPX Download_ Unter der Krete – Wasserfall Runde von Grandval.gpx
https://www.komoot.com/smarttour/991161,Wasserfall – Unter der Krete loop from Corcelles,Intermediate,4.41 mi,"1,475 ft","1,475 ft",02:37,1.7 mph,2023-05-07_1109269391_GPX Download_ Wasserfall – Unter der Krete Runde von Corcelles.gpx
https://www.komoot.com/smarttour/1593265,Mont Raimeux – Tour d'observation des Raimeux loop from Vieille Ville,Expert,11.7 mi,"2,875 ft","2,875 ft",06:11,1.9 mph,2023-05-07_1109269627_GPX Download_ Mont Raimeux – Tour d'observation des Raimeux Runde von Vieille Ville.gpx
https://www.komoot.com/smarttour/1516480,Maison de la Tête de Moine – Herrliche Aussicht loop from Bellelay,Intermediate,10.4 mi,"1,050 ft","1,025 ft",04:39,2.2 mph,2023-05-07_1109269828_GPX Download_ Maison de la Tête de Moine – Herrliche Aussicht Runde von Bellelay.gpx
https://www.komoot.com/smarttour/1515085,Riesiger Platz für eine Pause – Maison de la Tête de Moine loop from Bellelay,Intermediate,6.87 mi,975 ft,975 ft,03:14,2.1 mph,2023-05-07_1109270013_GPX Download_ Riesiger Platz für eine Pause – Maison de la Tête de Moine Runde von Bellelay.gpx
https://www.komoot.com/smarttour/12192681,Le Lac Vert – Grüner See (le lac vert) loop from Souboz,Intermediate,5.33 mi,"1,375 ft","1,375 ft",02:50,1.9 mph,2023-05-07_1109270482_GPX Download_ Le Lac Vert – Grüner See (le lac vert) Runde von Souboz.gpx
https://www.komoot.com/smarttour/12239279,Mont Raimeux – Tour d'observation des Raimeux loop from Moutier,Expert,9.41 mi,"2,650 ft","2,650 ft",05:12,1.8 mph,2023-05-07_1109270777_GPX Download_ Mont Raimeux – Tour d'observation des Raimeux Runde von Moutier.gpx
https://www.komoot.com/smarttour/711156,Cabane Combioz (1300m) – Cabane Moron (1313m) du CAS loop from Champoz,Intermediate,5.20 mi,"1,350 ft","1,350 ft",02:50,1.8 mph,2023-05-07_1109270991_GPX Download_ Cabane Combioz (1300m) – Cabane Moron (1313m) du CAS Runde von Champoz.gpx
https://www.komoot.com/smarttour/5474176,Gorges de Perrefitte – Cabane Moron (1313m) du CAS loop from Perrefitte,Expert,9.78 mi,"2,550 ft","2,550 ft",05:17,1.9 mph,2023-05-07_1109275249_GPX Download_ Gorges de Perrefitte – Cabane Moron (1313m) du CAS Runde von Perrefitte.gpx
https://www.komoot.com/smarttour/1515090,Cheval Equestre Bellelay – Maison de la Tête de Moine loop from Bellelay,Intermediate,6.20 mi,525 ft,500 ft,02:44,2.3 mph,2023-05-07_1109275490_GPX Download_ Cheval Equestre Bellelay – Maison de la Tête de Moine Runde von Bellelay.gpx
https://www.komoot.com/smarttour/992881,Cabane Moron (1313m) du CAS – Alpen Panorama loop from Champoz,Intermediate,6.96 mi,"1,400 ft","1,400 ft",03:34,2.0 mph,2023-05-07_1109275680_GPX Download_ Cabane Moron (1313m) du CAS – Alpen Panorama Runde von Champoz.gpx
https://www.komoot.com/smarttour/1842518,Alte Synagoge loop from Endingen,Easy,4.02 mi,400 ft,400 ft,01:48,2.2 mph,2023-05-07_1109276105_GPX Download_ Aussicht über Würenlingen – Alte Synagoge Runde von Endingen.gpx
https://www.komoot.com/smarttour/1834094,Aussicht über Würenlingen – Alte Synagoge loop from Endingen,Easy,4.06 mi,175 ft,175 ft,01:43,2.4 mph,2023-05-08_1111359306_GPX Download_ Schloss Neu-Bechburg – Roggenflue Runde von Oensingen.gpx
https://www.komoot.com/smarttour/4307525,Alte Synagoge – Pumpwerk loop from Endingen,Intermediate,6.89 mi,350 ft,350 ft,02:56,2.3 mph,2023-05-07_1109276702_GPX Download_ Alte Synagoge – Pumpwerk Runde von Endingen.gpx
https://www.komoot.com/smarttour/4307525,Alte Synagoge – Pumpwerk loop from Endingen,Intermediate,6.89 mi,350 ft,350 ft,02:56,2.3 mph,2023-05-07_1109276394_GPX Download_ Alte Synagoge – Pumpwerk Runde von Endingen.gpx
https://www.komoot.com/smarttour/4307521,Flügerlispielplatz – Alte Synagoge loop from Endingen,Intermediate,5.21 mi,625 ft,625 ft,02:24,2.2 mph,2023-05-07_1109277020_GPX Download_ Flügerlispielplatz – Alte Synagoge Runde von Endingen.gpx
https://www.komoot.com/smarttour/5572287,Alte Synagoge – Flügerlispielplatz loop from Endingen,Intermediate,6.40 mi,700 ft,700 ft,02:53,2.2 mph,2023-05-07_1109277293_GPX Download_ Alte Synagoge – Flügerlispielplatz Runde von Endingen.gpx
https://www.komoot.com/smarttour/8238078,Blick auf Endingen – Waldhütte Langforen loop from Endingen,Intermediate,4.86 mi,575 ft,575 ft,02:14,2.2 mph,2023-05-07_1109277511_GPX Download_ Blick auf Endingen – Waldhütte Langforen Runde von Endingen.gpx
https://www.komoot.com/smarttour/1834070,Alte Synagoge – Blick auf Endingen loop from Endingen,Intermediate,4.63 mi,825 ft,825 ft,02:15,2.1 mph,2023-05-07_1109282891_GPX Download_ Alte Synagoge – Blick auf Endingen Runde von Endingen.gpx
https://www.komoot.com/smarttour/5570052,Waldhütte Langforen – Blick auf Endingen loop from Endingen,Intermediate,5.78 mi,700 ft,700 ft,02:39,2.2 mph,2023-05-07_1109283129_GPX Download_ Waldhütte Langforen – Blick auf Endingen Runde von Endingen.gpx
https://www.komoot.com/smarttour/5570047,Sonnenuntergang – Alte Synagoge loop from Endingen,Easy,3.58 mi,300 ft,300 ft,01:35,2.3 mph,2023-05-07_1109283689_GPX Download_ Sonnenuntergang – Alte Synagoge Runde von Endingen.gpx
https://www.komoot.com/smarttour/1842540,Flügerlispielplatz loop from Endingen,Intermediate,6.62 mi,700 ft,700 ft,02:59,2.2 mph,2023-05-07_1109283885_GPX Download_ Flügerlispielplatz Runde von Endingen.gpx
https://www.komoot.com/smarttour/8239218,Aussicht über Würenlingen – Sonnenuntergang loop from Würenlingen,Easy,3.78 mi,300 ft,275 ft,01:39,2.3 mph,2023-05-07_1109284085_GPX Download_ Aussicht über Würenlingen – Sonnenuntergang Runde von Würenlingen.gpx
https://www.komoot.com/smarttour/8230958,Pumpwerk – Alte Synagoge loop from Endingen,Intermediate,6.30 mi,300 ft,300 ft,02:41,2.4 mph,2023-05-07_1109284390_GPX Download_ Pumpwerk – Alte Synagoge Runde von Endingen.gpx
https://www.komoot.com/smarttour/8238192,Sonnenuntergang – Alte Synagoge loop from Unterendingen,Easy,3.43 mi,275 ft,275 ft,01:31,2.3 mph,2023-05-07_1109284593_GPX Download_ Sonnenuntergang – Alte Synagoge Runde von Unterendingen.gpx
https://www.komoot.com/smarttour/8237635,Steinbruch Musital – Flügerlispielplatz loop from Endingen,Intermediate,8.45 mi,925 ft,925 ft,03:51,2.2 mph,2023-05-07_1109284807_GPX Download_ Steinbruch Musital – Flügerlispielplatz Runde von Endingen.gpx
https://www.komoot.com/smarttour/8236593,Fischtreppe – Pumpwerk loop from Endingen,Intermediate,5.99 mi,300 ft,300 ft,02:33,2.3 mph,2023-05-07_1109284990_GPX Download_ Fischtreppe – Pumpwerk Runde von Endingen.gpx
https://www.komoot.com/smarttour/1834061,Sonnenuntergang loop from Endingen,Easy,2.05 mi,250 ft,250 ft,00:56,2.2 mph,2023-05-07_1109285209_GPX Download_ Sonnenuntergang Runde von Endingen.gpx
