url,name,distance,altitude_up,altitude_down,duration,difficulty_level,fitness_level
https://schweizmobil.ch/de/wanderland/route-190,7-Seenwanderweg Bellwald,7,240,720,135.0,mittel,mittel
https://schweizmobil.ch/de/wanderland/route-191,Moosalp Panoramaweg,6,260,260,114.0,leicht,leicht
https://schweizmobil.ch/de/wanderland/route-192,Binntal Schaplersee-Weg,8,740,860,214.0,mittel,mittel
https://schweizmobil.ch/de/wanderland/route-193,Randa Hängebrückenweg,7,680,680,190.0,mittel,mittel
https://schweizmobil.ch/de/wanderland/route-194,Simplon-Sirwoltusee-Weg,10,900,1100,264.0,mittel,schwer
https://schweizmobil.ch/de/wanderland/route-210,Les cols du Grand-St-Bernard,12,1050,1050,300.0,mittel,schwer
https://schweizmobil.ch/de/wanderland/route-211,Sentier de Salanfe,13,720,720,260.0,mittel,mittel
https://schweizmobil.ch/de/wanderland/route-212,Bisses de Lentine et de Mont d’Orge,8,30,380,120.0,leicht,leicht
https://schweizmobil.ch/de/wanderland/route-213,Grand Bisse d'Ayent,12,180,640,190.0,mittel,mittel
https://schweizmobil.ch/de/wanderland/route-214,Chemin des villages d’Evolène,11,520,520,205.0,mittel,mittel
https://schweizmobil.ch/de/wanderland/route-215,Chemin d’Ossona,8,360,540,154.0,mittel,mittel
https://schweizmobil.ch/de/wanderland/route-216,Chemin du Lac de Taney,8,640,540,180.0,mittel,mittel
https://schweizmobil.ch/de/wanderland/route-217,Chemin du Vallon de Réchy,15,720,720,285.0,mittel,mittel
https://schweizmobil.ch/de/wanderland/route-218,Sentier du Balcon du Mont-Blanc,8,880,140,195.0,leicht,mittel
https://schweizmobil.ch/de/wanderland/route-219,Chemin des villages et hameaux d'Entremont,14,420,900,240.0,mittel,mittel
https://schweizmobil.ch/de/wanderland/route-220,Tour du Grand Chavalard,15,1100,1100,339.0,mittel,schwer
https://schweizmobil.ch/de/wanderland/route-221,Tour du Lac de Moiry,14,840,840,285.0,mittel,mittel
https://schweizmobil.ch/de/wanderland/route-223,Autour du Mont Gond,14,640,1100,275.0,mittel,schwer
https://schweizmobil.ch/de/wanderland/route-224,Sentier Panorama 4000,14,520,1250,264.0,mittel,schwer
https://schweizmobil.ch/de/wanderland/route-225,Sentier des alpages de Vionnaz,14,800,800,275.0,leicht,mittel
https://schweizmobil.ch/de/wanderland/route-261,Sentier du Lac de la Gruyère,43,1500,1500,,leicht,mittel
https://schweizmobil.ch/de/wanderland/route-262,Gastlosen Tour,11,780,780,240.0,mittel,mittel
https://schweizmobil.ch/de/wanderland/route-263,Le Grand Tour des Vanils,13,820,700,270.0,mittel,mittel
https://schweizmobil.ch/de/wanderland/route-265,Chemin de la Grande Cariçaie,13,240,240,205.0,leicht,mittel
https://schweizmobil.ch/de/wanderland/route-266,Sentier panoramique des Paccots,13,720,720,249.0,leicht,mittel
https://schweizmobil.ch/de/wanderland/route-267,Breccaschlund-Panoramaweg,14,480,900,249.0,leicht,mittel
https://schweizmobil.ch/de/wanderland/route-268,Sentier historique du Vully,12,440,440,210.0,leicht,mittel
https://schweizmobil.ch/de/wanderland/route-269,Gorges du Gottéron,9,320,320,160.0,leicht,leicht
https://schweizmobil.ch/de/wanderland/route-270,Sentier de la crête du Moléson,8,720,240,180.0,mittel,mittel
https://schweizmobil.ch/de/wanderland/route-271,Sentier du Vitrail de Romont,16,500,500,264.0,leicht,mittel
https://schweizmobil.ch/de/wanderland/route-272,La Berra par la Valsainte,14,820,820,275.0,mittel,mittel
https://schweizmobil.ch/de/wanderland/route-273,L’Intyamon de Montbovon à la Brâ,10,780,780,240.0,mittel,mittel
https://schweizmobil.ch/de/wanderland/route-274,Auf dem Rücken des Schwyberg,18,900,900,345.0,mittel,mittel
https://schweizmobil.ch/de/wanderland/route-275,Circuit de Hauterive,10,300,300,165.0,leicht,leicht
https://schweizmobil.ch/de/wanderland/route-286,Sentier du Creux du Van,14,780,780,275.0,leicht,mittel
https://schweizmobil.ch/de/wanderland/route-287,Sentier des Statues,12,680,620,229.0,leicht,mittel
https://schweizmobil.ch/de/wanderland/route-288,La Vy aux Moines,15,400,700,249.0,leicht,mittel
https://schweizmobil.ch/de/wanderland/route-306,Horneggli-Panoramaweg,6,200,440,114.0,mittel,mittel
https://schweizmobil.ch/de/wanderland/route-307,Höhi-Wispile-Lauenensee-Weg,14,300,950,240.0,mittel,schwer
https://schweizmobil.ch/de/wanderland/route-313,Höhenrundweg Gryden,7,320,320,135.0,mittel,leicht
https://schweizmobil.ch/de/wanderland/route-315,Iffigsee-Rundweg,11,880,880,264.0,mittel,mittel
https://schweizmobil.ch/de/wanderland/route-316,Siebenbrunnen-Weg,8,820,340,199.0,mittel,mittel
https://schweizmobil.ch/de/wanderland/route-319,Leiternweide-Hängebrückenweg,6,380,320,120.0,mittel,leicht
https://schweizmobil.ch/de/wanderland/route-320,Diemtigtaler Talwanderweg,16,680,130,270.0,leicht,mittel
https://schweizmobil.ch/de/wanderland/route-321,Tschuggen-Alpwanderweg,10,720,400,199.0,leicht,mittel
https://schweizmobil.ch/de/wanderland/route-322,Geopfad Wiriehorn,9,680,680,210.0,mittel,mittel
https://schweizmobil.ch/de/wanderland/route-323,Bergweg Kraftort Grimmiwasser,10,660,660,214.0,mittel,mittel
https://schweizmobil.ch/de/wanderland/route-324,Stockhorn-Panoramaweg,3,50,540,69.0,mittel,mittel
https://schweizmobil.ch/de/wanderland/route-326,Sigriswiler Rothorn Panoramaweg,12,1150,1150,300.0,mittel,schwer
https://schweizmobil.ch/de/wanderland/route-342,Niederhorn-Panoramaweg,11,380,1100,210.0,mittel,schwer
https://schweizmobil.ch/de/wanderland/route-345,Panoramaweg Schynige Platte,6,340,340,114.0,mittel,leicht
https://schweizmobil.ch/de/wanderland/route-351,Mountain View Trail,5,520,110,120.0,mittel,mittel
https://schweizmobil.ch/de/wanderland/route-352,Lauberhorn Trail,6,820,260,169.0,mittel,mittel
https://schweizmobil.ch/de/wanderland/route-353,Eiger Trail,6,90,800,114.0,mittel,mittel
https://schweizmobil.ch/de/wanderland/route-360,Brienzersee Drei Wasserfälleweg,18,780,780,,leicht,mittel
https://schweizmobil.ch/de/wanderland/route-361,Axalp-Schnitzlerweg,6,400,400,124.0,mittel,leicht
https://schweizmobil.ch/de/wanderland/route-375,Chaltenbrunnen-Hochmoorweg,14,880,1100,300.0,mittel,schwer
https://schweizmobil.ch/de/wanderland/route-379,Gantrisch-Panoramaweg,21,1300,1000,420.0,leicht,schwer
https://schweizmobil.ch/de/wanderland/route-380,Gürbetaler Höhenweg,18,720,740,315.0,leicht,mittel
https://schweizmobil.ch/de/wanderland/route-381,Schwarzwasser-Sense-Schluchtenweg,23,950,950,,leicht,mittel
https://schweizmobil.ch/de/wanderland/route-382,Gürbe-Wildwasserweg,11,50,1050,175.0,mittel,schwer
https://schweizmobil.ch/de/wanderland/route-421,Chemin de Chasseral,13,540,540,229.0,leicht,mittel
https://schweizmobil.ch/de/wanderland/route-422,Chemin de Mont-Soleil,13,580,640,240.0,leicht,mittel
https://schweizmobil.ch/de/wanderland/route-423,Chemin de Moron,16,880,880,300.0,leicht,mittel
https://schweizmobil.ch/de/wanderland/route-424,Chemin de Raimeux,11,700,740,229.0,mittel,mittel
https://schweizmobil.ch/de/wanderland/route-425,Chemin de Bellelay,15,660,660,264.0,leicht,mittel
https://schweizmobil.ch/de/wanderland/route-426,Chemin de Montoz,17,360,900,285.0,mittel,mittel
https://schweizmobil.ch/de/wanderland/route-427,Chemin de la Combe Grède,13,720,660,249.0,mittel,mittel
https://schweizmobil.ch/de/wanderland/route-451,Chemin Tiergart-Plain Fayen,12,560,480,214.0,leicht,mittel
https://schweizmobil.ch/de/wanderland/route-453,Chemin du 100e du CAS Jura,17,1000,900,345.0,leicht,schwer
https://schweizmobil.ch/de/wanderland/route-454,Chemin du Val Terbi,11,700,700,229.0,mittel,mittel
https://schweizmobil.ch/de/wanderland/route-456,Bonfol Km 0,18,280,280,260.0,leicht,mittel
https://schweizmobil.ch/de/wanderland/route-457,Des Franches-Montagnes au Doubs,15,800,800,279.0,mittel,mittel
https://schweizmobil.ch/de/wanderland/route-458,Chemin des Crêtes des Franches-Montagnes,10,220,260,154.0,leicht,leicht
https://schweizmobil.ch/de/wanderland/route-459,Chemin de la Courtine,14,680,240,249.0,leicht,mittel
https://schweizmobil.ch/de/wanderland/route-469,Wildenstein – Rifenstein Weg,16,580,400,270.0,leicht,mittel
https://schweizmobil.ch/de/wanderland/route-470,Wasserfallen-Rundweg,10,560,560,190.0,leicht,mittel
https://schweizmobil.ch/de/wanderland/route-471,Baselbieter Chirsiweg,11,400,260,180.0,leicht,leicht
https://schweizmobil.ch/de/wanderland/route-478,Weissenstein-Passwang-Weg,32,1850,1350,,leicht,schwer
https://schweizmobil.ch/de/wanderland/route-484,Wolfsschlucht-Weg,13,860,860,279.0,leicht,mittel
https://schweizmobil.ch/de/wanderland/route-485,Tüfelsschlucht-Belchen-Weg,17,800,840,300.0,leicht,mittel
https://schweizmobil.ch/de/wanderland/route-501,Oberdorf-Grenchen-Waldrandweg,12,200,420,180.0,leicht,mittel
https://schweizmobil.ch/de/wanderland/route-502,Balmberg-Röti-Rundweg,8,440,440,154.0,leicht,mittel
https://schweizmobil.ch/de/wanderland/route-528,Luzerner Kapellenweg,21,340,460,309.0,leicht,schwer
https://schweizmobil.ch/de/wanderland/route-530,Köhlerweg Romoos,11,880,620,240.0,leicht,mittel
https://schweizmobil.ch/de/wanderland/route-564,Kapellenweg Engelbergertal,18,1000,1000,369.0,mittel,schwer
https://schweizmobil.ch/de/wanderland/route-565,Bärfallen-Panorama-Weg,7,150,600,124.0,mittel,mittel
https://schweizmobil.ch/de/wanderland/route-566,Felsenweg Bürgenstock,5,180,180,84.0,leicht,leicht
https://schweizmobil.ch/de/wanderland/route-568,Wildbeobachtungspfad Emmetten,11,580,880,229.0,mittel,mittel
https://schweizmobil.ch/de/wanderland/route-569,Benediktusweg,22,1650,1450,495.0,mittel,schwer
https://schweizmobil.ch/de/wanderland/route-570,Nidwaldner Zentrumsweg,20,1450,1450,,mittel,schwer
https://schweizmobil.ch/de/wanderland/route-571,Bruderklausenweg,21,820,800,360.0,leicht,schwer
https://schweizmobil.ch/de/wanderland/route-573,Walenpfad,11,780,660,240.0,mittel,mittel
https://schweizmobil.ch/de/wanderland/route-574,Vier-Seen-Wanderung,15,620,760,275.0,mittel,mittel
https://schweizmobil.ch/de/wanderland/route-575,Schmetterlingspfad Lungern,14,380,1250,240.0,mittel,schwer
https://schweizmobil.ch/de/wanderland/route-576,Bärgmandlipfad Giswil,14,950,950,300.0,mittel,schwer
https://schweizmobil.ch/de/wanderland/route-587,Wildheupfad,7,380,820,165.0,mittel,mittel
https://schweizmobil.ch/de/wanderland/route-588,Clariden-Höhenweg,9,560,500,190.0,mittel,mittel
https://schweizmobil.ch/de/wanderland/route-590,Höhenweg Maderanertal,16,840,1400,339.0,mittel,schwer
https://schweizmobil.ch/de/wanderland/route-593,Nordspitze Panoramaweg,14,440,440,225.0,leicht,mittel
https://schweizmobil.ch/de/wanderland/route-595,Höhenweg Schächental,22,740,1250,375.0,mittel,schwer
https://schweizmobil.ch/de/wanderland/route-599,ViaUrschweiz,20,1950,780,,mittel,schwer
https://schweizmobil.ch/de/wanderland/route-608,Sentiero Caprino–Cantine di Gandria,4,200,200,80.0,mittel,leicht
https://schweizmobil.ch/de/wanderland/route-611,Giro della Valle del Salto,9,720,720,214.0,mittel,mittel
https://schweizmobil.ch/de/wanderland/route-613,Sentiero del Monte Gambarogno,7,380,800,160.0,mittel,mittel
https://schweizmobil.ch/de/wanderland/route-625,Giro delle Tre Valli,12,1050,1050,300.0,mittel,schwer
https://schweizmobil.ch/de/wanderland/route-626,Giro del Castello di Serravalle,6,480,480,150.0,leicht,mittel
https://schweizmobil.ch/de/wanderland/route-627,Claro e il suo Monastero,6,500,500,139.0,mittel,mittel
https://schweizmobil.ch/de/wanderland/route-628,Giro del ponte tibetano,9,700,700,214.0,mittel,mittel
https://schweizmobil.ch/de/wanderland/route-629,Sentiero etnografico Revöira,8,500,500,169.0,leicht,mittel
https://schweizmobil.ch/de/wanderland/route-631,La Via del Mercato,12,720,950,260.0,mittel,schwer
https://schweizmobil.ch/de/wanderland/route-632,Sentiero del Monte Bar,12,1000,1000,300.0,mittel,schwer
https://schweizmobil.ch/de/wanderland/route-633,Giro del Monte Tamaro,10,720,720,220.0,mittel,mittel
https://schweizmobil.ch/de/wanderland/route-634,Sentiero delle meraviglie,6,360,360,120.0,mittel,leicht
https://schweizmobil.ch/de/wanderland/route-635,Sentiero del Monte Generoso,9,660,660,210.0,mittel,mittel
https://schweizmobil.ch/de/wanderland/route-636,Sentiero del Monte San Giorgio,13,740,740,260.0,mittel,mittel
https://schweizmobil.ch/de/wanderland/route-637,Giro delle Rovine del Castelliere,6,460,440,139.0,mittel,mittel
https://schweizmobil.ch/de/wanderland/route-638,Sentiero Salèi e Pizzo Zucchero,12,1150,1100,320.0,mittel,schwer
https://schweizmobil.ch/de/wanderland/route-659,Senda Ruinaulta,10,360,360,165.0,mittel,leicht
https://schweizmobil.ch/de/wanderland/route-661,Flimspitz-Rundweg,8,600,600,180.0,mittel,mittel
https://schweizmobil.ch/de/wanderland/route-662,Stammerjoch-Weg,11,880,880,260.0,mittel,mittel
https://schweizmobil.ch/de/wanderland/route-667,Senda dils senns Val Plattas,6,440,440,135.0,leicht,mittel
https://schweizmobil.ch/de/wanderland/route-675,Hexenplatte-Weg,12,860,860,264.0,mittel,mittel
https://schweizmobil.ch/de/wanderland/route-676,Pazolastock-Rheinquelle-Weg,10,900,900,264.0,mittel,mittel
https://schweizmobil.ch/de/wanderland/route-677,Lag Serein - Lag Crest Ault,11,560,1200,240.0,mittel,schwer
https://schweizmobil.ch/de/wanderland/route-678,Hochtal Val Frisal,12,600,950,240.0,mittel,schwer
https://schweizmobil.ch/de/wanderland/route-680,Senda Desertina,13,540,540,225.0,leicht,mittel
https://schweizmobil.ch/de/wanderland/route-690,Erlebnisweg Glaspass,8,500,500,160.0,leicht,mittel
https://schweizmobil.ch/de/wanderland/route-693,Via Capricorn,51,3400,3400,,mittel,schwer
https://schweizmobil.ch/de/wanderland/route-699,Panyer Rundweg,16,1100,1100,345.0,mittel,schwer
https://schweizmobil.ch/de/wanderland/route-701,Furner Rundweg,14,740,740,270.0,mittel,mittel
https://schweizmobil.ch/de/wanderland/route-702,Schijenfluh Umrundung,12,880,880,275.0,mittel,mittel
https://schweizmobil.ch/de/wanderland/route-712,Sentiero Alpino Calanca,45,3400,4500,,mittel,schwer
https://schweizmobil.ch/de/wanderland/route-721,Senda Ils Lejins,6,420,420,135.0,mittel,mittel
https://schweizmobil.ch/de/wanderland/route-724,Sentiero Val da Camp,5,340,340,114.0,mittel,leicht
https://schweizmobil.ch/de/wanderland/route-726,Sentiero Lagh dal Mat,12,860,860,270.0,mittel,mittel
https://schweizmobil.ch/de/wanderland/route-735,Walserweg Safiental,34,2500,1700,,mittel,mittel
https://schweizmobil.ch/de/wanderland/route-737,Via Calanca,21,1250,500,,leicht,leicht
https://schweizmobil.ch/de/wanderland/route-738,Heidbüel-Tgantieni-Höhenweg,6,300,480,120.0,mittel,mittel
https://schweizmobil.ch/de/wanderland/route-739,Dreibündenstein Panoramaweg,12,700,840,249.0,mittel,mittel
https://schweizmobil.ch/de/wanderland/route-748,Senda Crap la Tretscha,7,200,200,114.0,leicht,leicht
https://schweizmobil.ch/de/wanderland/route-753,Walserweg Obersaxen,10,520,480,180.0,mittel,mittel
https://schweizmobil.ch/de/wanderland/route-754,Pfad der Pioniere Parc Ela,9,460,460,169.0,leicht,mittel
https://schweizmobil.ch/de/wanderland/route-757,Alte Averserstrasse,28,1850,820,,mittel,schwer
https://schweizmobil.ch/de/wanderland/route-759,Surettaseen-Weg,13,860,860,275.0,mittel,mittel
https://schweizmobil.ch/de/wanderland/route-763,Heinzenberger-Gratweg,18,1050,1400,384.0,mittel,schwer
https://schweizmobil.ch/de/wanderland/route-764,Trutg dil Flem – Flimser Wasserweg,14,360,1400,270.0,mittel,schwer
https://schweizmobil.ch/de/wanderland/route-766,Aroser-Weisshorn-Weg,10,700,860,225.0,mittel,mittel
https://schweizmobil.ch/de/wanderland/route-767,Schiesshorn-Weg,13,1000,1000,315.0,mittel,schwer
https://schweizmobil.ch/de/wanderland/route-768,Arosa-Ochsenalp Rundtour,15,640,640,260.0,mittel,mittel
https://schweizmobil.ch/de/wanderland/route-787,Silvretta Gletscherlehrpfad,11,1100,1100,309.0,mittel,schwer
https://schweizmobil.ch/de/wanderland/route-788,Jöriseen Rundweg,11,950,950,270.0,mittel,schwer
https://schweizmobil.ch/de/wanderland/route-789,Alter Zügenweg,11,380,640,195.0,mittel,mittel
https://schweizmobil.ch/de/wanderland/route-791,Alpenweg Davos,23,900,1650,420.0,mittel,schwer
https://schweizmobil.ch/de/wanderland/route-792,Flüela-Schwarzhorn-Weg,8,820,820,220.0,mittel,mittel
https://schweizmobil.ch/de/wanderland/route-796,Via Panoramica Val Bregaglia,14,580,950,270.0,mittel,schwer
https://schweizmobil.ch/de/wanderland/route-801,A la riva dal Rom,15,140,640,214.0,mittel,mittel
https://schweizmobil.ch/de/wanderland/route-802,Senda Val Müstair,9,260,480,154.0,mittel,mittel
https://schweizmobil.ch/de/wanderland/route-804,Senda Muottas da Schlarigna,8,560,560,175.0,mittel,mittel
https://schweizmobil.ch/de/wanderland/route-806,Aussichtsweg Morteratschgletscher,6,240,240,110.0,mittel,leicht
https://schweizmobil.ch/de/wanderland/route-810,Braunwald-Oberblegisee-Weg,9,220,680,150.0,leicht,mittel
https://schweizmobil.ch/de/wanderland/route-811,Senda Val Trupchun,14,620,620,255.0,mittel,mittel
https://schweizmobil.ch/de/wanderland/route-812,Margunet,8,500,600,169.0,mittel,mittel
https://schweizmobil.ch/de/wanderland/route-813,Kinderpfad Champlönch,6,300,340,114.0,mittel,leicht
https://schweizmobil.ch/de/wanderland/route-814,Hirzli-Rundweg,7,660,660,190.0,mittel,mittel
https://schweizmobil.ch/de/wanderland/route-815,Glarus-Rundweg,10,400,400,175.0,leicht,leicht
https://schweizmobil.ch/de/wanderland/route-816,Braunwald Panoramaweg,9,480,480,169.0,mittel,mittel
https://schweizmobil.ch/de/wanderland/route-817,Elm-Höhenweg,6,150,380,99.0,leicht,leicht
https://schweizmobil.ch/de/wanderland/route-818,Kärpfbrugg-Rundweg,7,400,400,145.0,mittel,leicht
https://schweizmobil.ch/de/wanderland/route-819,Weissenberge-Rundweg,4,180,180,65.0,leicht,leicht
https://schweizmobil.ch/de/wanderland/route-820,Kerenzerberg Römerweg,13,620,640,240.0,leicht,mittel
https://schweizmobil.ch/de/wanderland/route-821,Holzflue-Rundweg,4,420,420,120.0,mittel,mittel
https://schweizmobil.ch/de/wanderland/route-822,Schabziger Höhenweg,7,480,360,145.0,mittel,mittel
https://schweizmobil.ch/de/wanderland/route-823,Ahornen-Rundweg,11,660,660,225.0,mittel,mittel
https://schweizmobil.ch/de/wanderland/route-826,Urwaldweg Bödmeren,10,460,460,180.0,mittel,mittel
https://schweizmobil.ch/de/wanderland/route-827,Gratweg Stoos,4,380,400,110.0,mittel,leicht
https://schweizmobil.ch/de/wanderland/route-828,Goldauer Bergsturzspur,8,620,620,195.0,leicht,mittel
https://schweizmobil.ch/de/wanderland/route-829,Mythenweg,6,660,660,180.0,mittel,mittel
https://schweizmobil.ch/de/wanderland/route-830,Ybriger 7-Egg-Weg,11,340,740,180.0,leicht,mittel
https://schweizmobil.ch/de/wanderland/route-831,Rigi Scheidegg-Weg,8,1250,50,225.0,mittel,schwer
https://schweizmobil.ch/de/wanderland/route-832,Karstspur Silberen,14,1050,1050,324.0,mittel,schwer
https://schweizmobil.ch/de/wanderland/route-835,Moorweg Rothenthurm,10,260,150,165.0,leicht,leicht
https://schweizmobil.ch/de/wanderland/route-836,Mäderenweg,6,400,150,120.0,leicht,leicht
https://schweizmobil.ch/de/wanderland/route-859,Zürcher Weinland Weg,15,280,260,229.0,leicht,mittel
https://schweizmobil.ch/de/wanderland/route-860,Regensberg Weg,8,320,320,139.0,leicht,leicht
https://schweizmobil.ch/de/wanderland/route-864,Hüttchopf Weg,14,640,720,270.0,leicht,mittel
https://schweizmobil.ch/de/wanderland/route-866,Wildnisweg Sihlwald,6,300,420,114.0,leicht,mittel
https://schweizmobil.ch/de/wanderland/route-868,Werenbachtobel-Weg,7,240,240,114.0,leicht,leicht
https://schweizmobil.ch/de/wanderland/route-869,Erlenbach-Küsnacht Tobelweg,10,320,320,169.0,leicht,leicht
https://schweizmobil.ch/de/wanderland/route-870,Mülitobel-Sihl-Weg,14,560,240,229.0,leicht,mittel
https://schweizmobil.ch/de/wanderland/route-872,Tüfelschilen-Schauenberg Weg,16,660,640,279.0,leicht,mittel
https://schweizmobil.ch/de/wanderland/route-898,Schaffhauser Grenzweg,14,360,320,220.0,leicht,mittel
https://schweizmobil.ch/de/wanderland/route-899,Blauburgunderland Panoramaweg,14,220,380,210.0,leicht,mittel
https://schweizmobil.ch/de/wanderland/route-901,Randen Weg,16,640,560,279.0,leicht,mittel
https://schweizmobil.ch/de/wanderland/route-902,Reiatweg,19,560,560,309.0,leicht,mittel
https://schweizmobil.ch/de/wanderland/route-906,Thurgauer Tannzapfenweg,12,540,540,210.0,leicht,mittel
https://schweizmobil.ch/de/wanderland/route-907,Thurgauer Rundwanderweg,9,400,360,165.0,leicht,leicht
https://schweizmobil.ch/de/wanderland/route-908,Stählibuckweg,17,420,440,260.0,leicht,mittel
https://schweizmobil.ch/de/wanderland/route-910,Thurgauer Rebenweg,14,240,300,214.0,leicht,mittel
https://schweizmobil.ch/de/wanderland/route-912,Thurgauer Napoleon-Weg,17,380,240,255.0,leicht,mittel
https://schweizmobil.ch/de/wanderland/route-922,Margelchopf-Gipfelweg,11,900,1050,275.0,mittel,schwer
https://schweizmobil.ch/de/wanderland/route-929,Hasenboden-Weg,7,240,620,135.0,leicht,mittel
https://schweizmobil.ch/de/wanderland/route-931,5-Seen-Wanderung Pizol,10,620,1000,225.0,mittel,schwer
https://schweizmobil.ch/de/wanderland/route-932,7-Gipfel-Tour Flumserberg,15,880,1550,345.0,mittel,schwer
https://schweizmobil.ch/de/wanderland/route-933,Murgseen Rundweg,15,950,950,309.0,mittel,schwer
https://schweizmobil.ch/de/wanderland/route-934,Quinten Seeweg,11,560,560,205.0,mittel,mittel
https://schweizmobil.ch/de/wanderland/route-937,Taminaschlucht Rundweg,13,480,480,225.0,leicht,mittel
https://schweizmobil.ch/de/wanderland/route-948,Ofenloch-Weg,15,720,1200,300.0,mittel,schwer
https://schweizmobil.ch/de/wanderland/route-950,Churfirsten-Weg,10,1100,720,275.0,mittel,schwer
https://schweizmobil.ch/de/wanderland/route-951,Gamplüt-Säntis-Weg,10,1500,400,300.0,mittel,schwer
https://schweizmobil.ch/de/wanderland/route-952,Wilket-Gratweg,12,860,720,264.0,leicht,mittel
https://schweizmobil.ch/de/wanderland/route-960,St. Galler Brückenweg,8,220,320,135.0,leicht,leicht
https://schweizmobil.ch/de/wanderland/route-970,St. Galler Panoramaweg,11,500,380,190.0,leicht,mittel
https://schweizmobil.ch/de/wanderland/route-977,Witzweg,8,260,380,130.0,leicht,leicht
https://schweizmobil.ch/de/wanderland/route-979,Lauras Lieblingsplätze,10,480,480,190.0,leicht,mittel
